,unit_key,อำเภอ,ตำบล,หน่วย,รายการ,คะแนน
282,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลชุมเห็ด_59,อำเภอเมืองบุรีรัมย์,ตำบลชุมเห็ด,30,เห็นชอบ,149
283,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลชุมเห็ด_59,อำเภอเมืองบุรีรัมย์,ตำบลชุมเห็ด,30,ไม่เห็นชอบ,108
284,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลชุมเห็ด_59,อำเภอเมืองบุรีรัมย์,ตำบลชุมเห็ด,30,ไม่แสดงความคิดเห็น,45
285,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลชุมเห็ด_61,อำเภอเมืองบุรีรัมย์,ตำบลชุมเห็ด,31,เห็นชอบ,224
286,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลชุมเห็ด_61,อำเภอเมืองบุรีรัมย์,ตำบลชุมเห็ด,31,ไม่เห็นชอบ,196
287,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลชุมเห็ด_61,อำเภอเมืองบุรีรัมย์,ตำบลชุมเห็ด,31,ไม่แสดงความคิดเห็น,45
288,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_1,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,1,เห็นชอบ,82
289,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_1,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,1,ไม่เห็นชอบ,96
290,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_1,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,1,ไม่แสดงความคิดเห็น,27
291,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_3,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,2,เห็นชอบ,86
292,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_3,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,2,ไม่เห็นชอบ,72
293,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_3,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,2,ไม่แสดงความคิดเห็น,21
294,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_5,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,3,เห็นชอบ,83
295,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_5,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,3,ไม่เห็นชอบ,63
296,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_5,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,3,ไม่แสดงความคิดเห็น,9
297,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_7,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,4,เห็นชอบ,122
298,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_7,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,4,ไม่เห็นชอบ,85
299,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_7,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,4,ไม่แสดงความคิดเห็น,50
300,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_9,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,5,เห็นชอบ,57
301,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_9,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,5,ไม่เห็นชอบ,62
302,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_9,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,5,ไม่แสดงความคิดเห็น,15
303,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_11,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,6,เห็นชอบ,117
304,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_11,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,6,ไม่เห็นชอบ,98
305,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_11,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,6,ไม่แสดงความคิดเห็น,19
306,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_13,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,7,เห็นชอบ,169
307,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_13,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,7,ไม่เห็นชอบ,107
308,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_13,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,7,ไม่แสดงความคิดเห็น,2726
309,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_15,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,8,เห็นชอบ,68
310,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_15,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,8,ไม่เห็นชอบ,70
311,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_15,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,8,ไม่แสดงความคิดเห็น,9
312,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_17,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,9,เห็นชอบ,112
313,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_17,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,9,ไม่เห็นชอบ,76
314,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_17,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,9,ไม่แสดงความคิดเห็น,20
315,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_19,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,10,เห็นชอบ,94
316,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_19,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,10,ไม่เห็นชอบ,49
317,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_19,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,10,ไม่แสดงความคิดเห็น,17
318,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_21,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,11,เห็นชอบ,130
319,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_21,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,11,ไม่เห็นชอบ,55
320,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_21,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,11,ไม่แสดงความคิดเห็น,20
321,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_23,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,12,เห็นชอบ,133
322,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_23,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,12,ไม่เห็นชอบ,12
323,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_23,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,12,ไม่แสดงความคิดเห็น,17
324,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_25,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,13,เห็นชอบ,96
325,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_25,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,13,ไม่เห็นชอบ,90
326,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_25,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,13,ไม่แสดงความคิดเห็น,28
327,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_27,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,14,เห็นชอบ,53
328,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_27,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,14,ไม่เห็นชอบ,64
329,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลถลุงเหล็ก_27,อำเภอเมืองบุรีรัมย์,ตำบลถลุงเหล็ก,14,ไม่แสดงความคิดเห็น,15
330,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_1,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,1,เห็นชอบ,462
331,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_1,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,1,ไม่เห็นชอบ,186
332,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_1,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,1,ไม่แสดงความคิดเห็น,57
333,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_3,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,2,เห็นชอบ,124
334,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_3,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,2,ไม่เห็นชอบ,137
335,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_3,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,2,ไม่แสดงความคิดเห็น,28
336,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_5,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,3,เห็นชอบ,117
337,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_5,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,3,ไม่เห็นชอบ,126
338,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_5,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,3,ไม่แสดงความคิดเห็น,32
339,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_7,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,4,เห็นชอบ,128
340,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_7,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,4,ไม่เห็นชอบ,164
341,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_7,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,4,ไม่แสดงความคิดเห็น,42
342,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_9,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,5,เห็นชอบ,162
343,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_9,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,5,ไม่เห็นชอบ,186
344,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_9,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,5,ไม่แสดงความคิดเห็น,30
345,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_11,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,6,เห็นชอบ,136
346,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_11,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,6,ไม่เห็นชอบ,128
347,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_11,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,6,ไม่แสดงความคิดเห็น,23
348,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_13,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,7,เห็นชอบ,141
349,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_13,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,7,ไม่เห็นชอบ,132
350,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_13,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,7,ไม่แสดงความคิดเห็น,18
351,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_15,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,8,เห็นชอบ,194
352,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_15,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,8,ไม่เห็นชอบ,158
353,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_15,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,8,ไม่แสดงความคิดเห็น,30
354,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_17,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,9,เห็นชอบ,170
355,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_17,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,9,ไม่เห็นชอบ,197
356,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_17,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,9,ไม่แสดงความคิดเห็น,14
357,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_19,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,10,เห็นชอบ,147
358,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_19,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,10,ไม่เห็นชอบ,106
359,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_19,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,10,ไม่แสดงความคิดเห็น,19
360,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_21,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,11,เห็นชอบ,127
361,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_21,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,11,ไม่เห็นชอบ,119
362,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_21,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,11,ไม่แสดงความคิดเห็น,21
363,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_23,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,12,เห็นชอบ,115
364,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_23,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,12,ไม่เห็นชอบ,123
365,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_23,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,12,ไม่แสดงความคิดเห็น,31
366,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_25,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,13,เห็นชอบ,127
367,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_25,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,13,ไม่เห็นชอบ,101
368,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_25,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,13,ไม่แสดงความคิดเห็น,24
369,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_27,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,14,เห็นชอบ,225
370,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_27,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,14,ไม่เห็นชอบ,178
371,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_27,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,14,ไม่แสดงความคิดเห็น,33
372,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_29,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,15,เห็นชอบ,142
373,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_29,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,15,ไม่เห็นชอบ,148
374,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_29,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,15,ไม่แสดงความคิดเห็น,22
375,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_31,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,16,เห็นชอบ,150
376,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_31,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,16,ไม่เห็นชอบ,150
377,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_31,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,16,ไม่แสดงความคิดเห็น,18
378,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_33,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,17,เห็นชอบ,111
379,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_33,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,17,ไม่เห็นชอบ,73
380,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_33,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,17,ไม่แสดงความคิดเห็น,18
381,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_35,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,18,เห็นชอบ,198
382,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_35,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,18,ไม่เห็นชอบ,138
383,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_35,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,18,ไม่แสดงความคิดเห็น,16
384,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_37,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,19,เห็นชอบ,168
385,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_37,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,19,ไม่เห็นชอบ,154
386,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_37,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,19,ไม่แสดงความคิดเห็น,22
387,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_39,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,20,เห็นชอบ,116
388,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_39,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,20,ไม่เห็นชอบ,133
389,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_39,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,20,ไม่แสดงความคิดเห็น,19
390,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_41,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,21,เห็นชอบ,111
391,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_41,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,21,ไม่เห็นชอบ,112
392,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_41,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,21,ไม่แสดงความคิดเห็น,22
393,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_43,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,22,เห็นชอบ,131
394,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_43,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,22,ไม่เห็นชอบ,154
395,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_43,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,22,ไม่แสดงความคิดเห็น,16
396,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_45,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,23,เห็นชอบ,206
397,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_45,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,23,ไม่เห็นชอบ,219
398,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_45,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,23,ไม่แสดงความคิดเห็น,25
399,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_47,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,24,เห็นชอบ,174
400,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_47,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,24,ไม่เห็นชอบ,153
401,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_47,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,24,ไม่แสดงความคิดเห็น,24
402,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_49,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,25,เห็นชอบ,286
403,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_49,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,25,ไม่เห็นชอบ,246
404,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_49,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,25,ไม่แสดงความคิดเห็น,24
405,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_51,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,26,เห็นชอบ,176
406,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_51,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,26,ไม่เห็นชอบ,173
407,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_51,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,26,ไม่แสดงความคิดเห็น,28
408,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_53,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,27,เห็นชอบ,258
409,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_53,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,27,ไม่เห็นชอบ,196
410,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_53,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,27,ไม่แสดงความคิดเห็น,49
411,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_55,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,28,เห็นชอบ,198
412,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_55,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,28,ไม่เห็นชอบ,212
413,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_55,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,28,ไม่แสดงความคิดเห็น,45
