,unit_key,อำเภอ,ตำบล,หน่วย,รายการ,คะแนน
414,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_57,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,29,เห็นชอบ,242
415,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_57,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,29,ไม่เห็นชอบ,239
416,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_57,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,29,ไม่แสดงความคิดเห็น,50
417,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_59,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,30,เห็นชอบ,224
418,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_59,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,30,ไม่เห็นชอบ,241
419,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_59,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,30,ไม่แสดงความคิดเห็น,54
420,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_61,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,31,เห็นชอบ,244
421,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_61,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,31,ไม่เห็นชอบ,233
422,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลในเมือง_61,อำเภอเมืองบุรีรัมย์,ตำบลในเมือง,31,ไม่แสดงความคิดเห็น,27
423,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_1,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,1,เห็นชอบ,192
424,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_1,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,1,ไม่เห็นชอบ,158
425,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_1,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,1,ไม่แสดงความคิดเห็น,46
426,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_3,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,2,เห็นชอบ,107
427,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_3,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,2,ไม่เห็นชอบ,101
428,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_3,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,2,ไม่แสดงความคิดเห็น,27
429,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_5,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,3,เห็นชอบ,76
430,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_5,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,3,ไม่เห็นชอบ,55
431,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_5,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,3,ไม่แสดงความคิดเห็น,12
432,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_7,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,4,เห็นชอบ,186
433,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_7,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,4,ไม่เห็นชอบ,90
434,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_7,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,4,ไม่แสดงความคิดเห็น,35
435,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_9,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,5,เห็นชอบ,159
436,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_9,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,5,ไม่เห็นชอบ,62
437,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_9,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,5,ไม่แสดงความคิดเห็น,27
438,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_11,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,6,เห็นชอบ,21
439,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_11,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,6,ไม่เห็นชอบ,84
440,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_11,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,6,ไม่แสดงความคิดเห็น,43
441,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_13,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,7,เห็นชอบ,215
442,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_13,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,7,ไม่เห็นชอบ,99
443,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_13,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,7,ไม่แสดงความคิดเห็น,2
444,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_15,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,8,เห็นชอบ,75
445,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_15,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,8,ไม่เห็นชอบ,48
446,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_15,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,8,ไม่แสดงความคิดเห็น,17
447,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_17,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,9,เห็นชอบ,143
448,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_17,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,9,ไม่เห็นชอบ,108
449,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_17,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,9,ไม่แสดงความคิดเห็น,23
450,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_19,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,10,เห็นชอบ,70
451,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_19,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,10,ไม่เห็นชอบ,38
452,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_19,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,10,ไม่แสดงความคิดเห็น,17
453,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_21,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,11,เห็นชอบ,78
454,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_21,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,11,ไม่เห็นชอบ,47
455,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_21,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,11,ไม่แสดงความคิดเห็น,7
456,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_23,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,12,เห็นชอบ,83
457,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_23,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,12,ไม่เห็นชอบ,100
458,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_23,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,12,ไม่แสดงความคิดเห็น,20
459,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_25,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,13,เห็นชอบ,138
460,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_25,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,13,ไม่เห็นชอบ,67
461,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_25,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,13,ไม่แสดงความคิดเห็น,25
462,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_27,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,14,เห็นชอบ,109
463,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_27,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,14,ไม่เห็นชอบ,37
464,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบัวทอง_27,อำเภอเมืองบุรีรัมย์,ตำบลบัวทอง,14,ไม่แสดงความคิดเห็น,11
465,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_1,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,1,เห็นชอบ,115
466,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_1,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,1,ไม่เห็นชอบ,193
467,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_1,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,1,ไม่แสดงความคิดเห็น,22
468,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_3,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,2,เห็นชอบ,131
469,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_3,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,2,ไม่เห็นชอบ,156
470,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_3,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,2,ไม่แสดงความคิดเห็น,28
471,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_5,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,3,เห็นชอบ,161
472,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_5,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,3,ไม่เห็นชอบ,163
473,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_5,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,3,ไม่แสดงความคิดเห็น,56
474,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_7,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,4,เห็นชอบ,265
475,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_7,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,4,ไม่เห็นชอบ,156
476,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_7,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,4,ไม่แสดงความคิดเห็น,51
477,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_9,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,5,เห็นชอบ,92
478,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_9,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,5,ไม่เห็นชอบ,59
479,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_9,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,5,ไม่แสดงความคิดเห็น,15
480,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_11,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,6,เห็นชอบ,181
481,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_11,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,6,ไม่เห็นชอบ,143
482,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_11,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,6,ไม่แสดงความคิดเห็น,25
483,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_13,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,7,เห็นชอบ,192
484,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_13,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,7,ไม่เห็นชอบ,164
485,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_13,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,7,ไม่แสดงความคิดเห็น,27
486,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_15,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,8,เห็นชอบ,138
487,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_15,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,8,ไม่เห็นชอบ,114
488,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_15,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,8,ไม่แสดงความคิดเห็น,31
489,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_17,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,9,เห็นชอบ,155
490,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_17,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,9,ไม่เห็นชอบ,170
491,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_17,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,9,ไม่แสดงความคิดเห็น,30
492,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_19,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,10,เห็นชอบ,146
493,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_19,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,10,ไม่เห็นชอบ,179
494,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_19,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,10,ไม่แสดงความคิดเห็น,31
495,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_21,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,11,เห็นชอบ,102
496,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_21,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,11,ไม่เห็นชอบ,181
497,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_21,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,11,ไม่แสดงความคิดเห็น,23
498,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_23,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,12,เห็นชอบ,84
499,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_23,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,12,ไม่เห็นชอบ,79
500,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_23,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,12,ไม่แสดงความคิดเห็น,29
501,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_25,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,13,เห็นชอบ,195
502,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_25,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,13,ไม่เห็นชอบ,163
503,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_25,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,13,ไม่แสดงความคิดเห็น,35
504,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_27,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,14,เห็นชอบ,220
505,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_27,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,14,ไม่เห็นชอบ,147
506,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_27,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,14,ไม่แสดงความคิดเห็น,42
507,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_29,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,15,เห็นชอบ,119
508,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_29,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,15,ไม่เห็นชอบ,145
509,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_29,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,15,ไม่แสดงความคิดเห็น,44
510,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_31,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,16,เห็นชอบ,48
511,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_31,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,16,ไม่เห็นชอบ,53
512,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_31,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,16,ไม่แสดงความคิดเห็น,22
513,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_33,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,17,เห็นชอบ,78
514,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_33,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,17,ไม่เห็นชอบ,70
515,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_33,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,17,ไม่แสดงความคิดเห็น,26
516,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_35,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,18,เห็นชอบ,156
517,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_35,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,18,ไม่เห็นชอบ,155
518,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_35,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,18,ไม่แสดงความคิดเห็น,30
519,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_37,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,19,เห็นชอบ,120
520,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_37,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,19,ไม่เห็นชอบ,178
521,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านบัว_37,อำเภอเมืองบุรีรัมย์,ตำบลบ้านบัว,19,ไม่แสดงความคิดเห็น,29
522,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_1,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,1,เห็นชอบ,259
523,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_1,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,1,ไม่เห็นชอบ,119
524,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_1,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,1,ไม่แสดงความคิดเห็น,59
525,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_3,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,2,เห็นชอบ,157
526,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_3,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,2,ไม่เห็นชอบ,94
527,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_3,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,2,ไม่แสดงความคิดเห็น,28
528,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_5,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,3,เห็นชอบ,115
529,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_5,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,3,ไม่เห็นชอบ,94
530,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_5,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,3,ไม่แสดงความคิดเห็น,36
531,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_7,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,4,เห็นชอบ,245
532,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_7,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,4,ไม่เห็นชอบ,177
533,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_7,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,4,ไม่แสดงความคิดเห็น,35
534,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_9,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,5,เห็นชอบ,105
535,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_9,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,5,ไม่เห็นชอบ,89
536,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_9,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,5,ไม่แสดงความคิดเห็น,23
537,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_11,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,6,เห็นชอบ,200
538,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_11,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,6,ไม่เห็นชอบ,135
539,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_11,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,6,ไม่แสดงความคิดเห็น,30
540,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_13,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,7,เห็นชอบ,200
541,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_13,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,7,ไม่เห็นชอบ,262
542,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_13,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,7,ไม่แสดงความคิดเห็น,50
543,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_15,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,8,เห็นชอบ,99
544,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_15,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,8,ไม่เห็นชอบ,78
545,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_15,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,8,ไม่แสดงความคิดเห็น,28
546,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_17,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,9,เห็นชอบ,261
547,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลบ้านยาง_17,อำเภอเมืองบุรีรัมย์,ตำบลบ้านยาง,9,ไม่เห็นชอบ,141
